image_id,captions,LongDesc
295403,"['A man helps a woman sit on a bike.', 'a person riding a long skateboard on a side walk', 'A man assists a girl on a bike without handlebars.', 'A woman riding a bike next to a man on a sidewalk.', 'A woman is riding a bime with no handle bars.']","There is a nice man helping a lady sit on a shiny bike. The lady looks happy as she gets ready to ride. Nearby, a person zooms by on a long skateboard, gliding smoothly on the sidewalk. A little girl is trying to ride her bike, but it doesn’t have handlebars! The man is helping her balance so she can have fun. It’s a sunny day, and everyone is enjoying their rides together!"
355418,"['a small bathroom with a toilet in it', 'This modern bathroom has a glass sink and a rock wall', 'A bathroom door is opened to a toilet and sink.', 'An open door that leads to a bathroom.', 'A bathroom with the door just slightly ajar']","In a tiny bathroom, there is a shiny toilet sitting quietly. The walls are made of cool rocks, and there is a glass sink that sparkles like magic. The door is open just a little bit, so you can peek inside. You can see the toilet and the sink waiting to be used. It feels like a secret place where you can wash your hands and sit down. This bathroom is special and makes me smile!"
175212,"['A bathroom with a low roof diagonally located above it', 'a black and gray tiled bathroom a toilet and mirror', 'A bathroom with a slanted roof and block glass windows. ', 'a small bathroom with tile walls and a glass wall ', 'The small bathroom has dark tiles and a glass wall. ']","In a tiny bathroom, the roof is slanted like a funny hat! The walls are covered in dark tiles that feel cool to touch. There’s a shiny mirror that makes me look funny when I make faces. A big glass wall lets in light, making the room sparkle. I can see a toilet sitting quietly in the corner. It’s a special little place where everything feels cozy and a bit magical!"
347753,"['Doorway view to a bathroom with sink, bathtub and toilet.', 'Shot of a small bathroom with a bathtub and a toilet.', 'a little bathroom with everything but the floor in white ', 'An open door that leads to a pristine bathroom.', 'A bathroom with a toilet next to a white tub.']","In a bright little bathroom, there is a shiny white tub that looks so cozy. The sink sparkles like a star, and the toilet sits quietly next to the tub. The walls are all white, making the room feel big and clean. When you open the door, it feels like stepping into a magical place. Everything is neat and tidy, just waiting for someone to splash and play. It’s a happy little spot for bath time fun!"
347150,"['The mens bathroom has a urinal and a stall. ', 'this is a bathroom with brown and grey tile', 'A digital rendering of a male bathroom decorated with tile.', 'a bath room with urinals a stall and a sink', 'a big bathroom with double sinks a closed stall and a urinal']","In a big bathroom, there are shiny things everywhere! There are two sinks that are really big, and they are next to each other. A tall urinal stands on the wall, and it looks funny. There is also a closed stall where someone can go in and have privacy. The floor has brown and grey tiles that feel cool under my feet. This bathroom is special and has everything a boy needs!"
387761,"['Several buses and animals pulling carts on a road.', 'some people some animals some buses and signs ', 'Several animals are pulling carts with people on them on a street with other traffic.', 'A group of buses and horse drawn carriages.', 'a cow pulling a wagon with a person siting in it ']","On a busy road, there are many big buses and friendly animals. Some animals, like a cow, are pulling wagons with people sitting inside. The street is full of life, with people chatting and waving. There are also signs telling everyone where to go. It’s like a fun parade with buses and horse-drawn carriages. I can see the animals working hard, and everyone looks happy on this lively street!"
50521,"['this bathroom has a green tub and a toilet chair', ""A very small and cramped bathroom with a small child's potty chair."", 'Tiny bathroom with green tub and baby seat with sink', ""A small bathroom with a blue sink and tub and a child's potty chair."", 'A bathroom with a handicapped toilet stool next to a tub']","In a tiny bathroom, there is a green tub that looks like a big leaf! Next to it, there is a little potty chair just for kids. The blue sink shines like the sky, and it’s perfect for washing hands. There’s also a special toilet stool that helps people sit up high. Everything feels cozy and snug, like a secret hideout! This bathroom is a fun place to splash and play!"
343506,"['a urinal with tiled wall and two pictures of clowns smiling', 'a white bathroom with a urinal and two framed pictures of clowns', 'Two clown pictures are hanging on the wall behind the urinal that has a wine glass sitting on top of it.', 'A bathroom stall with a urinal and pictures of clowns on the wall.', 'A urinal in a bathroom with a picture of two clowns.']","In a bright white bathroom, there is a shiny urinal. It has a funny wine glass on top, like it’s having a party! On the wall, two big pictures of clowns are smiling. They have big red noses and colorful hair. The clowns look so happy, like they want to make everyone laugh. The tiles are nice and clean, making the bathroom feel special. It’s a silly place where you can giggle and have fun!"
26045,"['A long line of white urinals in a public restroom.', 'White urinals are lined up against a wall.', 'A row of floor height urinals in a public restroom.', 'A bathroom that has a row of urinals on the wall.', 'A row of urinals on ledge next to yellow wall.']","In a big bathroom, there are many white urinals all in a line. They are like little shiny boats sitting on the wall. Each one is tall and ready for someone to use. The wall behind them is bright yellow, making everything look happy. It feels funny to see so many urinals together, like they are having a party! I wonder who uses them and what they think when they see all their friends lined up."
62251,"['Firefighters are riding in the back of a fire truck.', 'A group of men and women are riding in the back of a fire truck.', 'Group of fire fighters riding on the back of a fire truck.', 'A group of people on the back of a fire truck.', 'A group of firefighters are riding in a firetruck.']","The fire truck is big and red, and it makes a loud noise when it drives. There are brave firefighters sitting in the back, smiling and ready to help. Some are men and some are women, and they all wear shiny helmets. The truck zooms down the street, and everyone can see them. The firefighters are like heroes, ready to save the day! It’s exciting to watch them go!"
257327,"['a bathroom with towels under a sink and a big mirror above it', 'A bathroom with mirror, toilet, and sink ', 'This is a photo of someones bathroom in their home.', 'tan colored bathroom with white toilet and mirror', 'A bathroom vanity with a large mirror hanging on the wall']","In a cozy bathroom, there are soft towels tucked under the sink. Above the sink, a big mirror shines bright, showing everything in front of it. The walls are a warm tan color, making the room feel nice and friendly. There’s a shiny white toilet sitting quietly in the corner. This bathroom is a special place in someone’s home, where they can wash their hands and look in the mirror. It feels like a little world all its own!"
142337,"['a bathroom with a sink and a toilet', 'A white sink and tub in a home bathroom', 'A bathroom with white and black tile, a toilet, pedestal sink and bath tub.', 'A bathroom with a tub that has both curtain and glass door', 'This is a bathroom with a tile floor. ']","In a cozy bathroom, there is a shiny white sink and a big tub. The floor is made of cool tiles that are black and white, making it look very nice. There is a toilet sitting quietly in the corner. The tub has a curtain that can be pulled and a glass door that shines. It feels like a special place where you can splash and play with water. I wonder what fun things can happen in this bathroom!"
264718,"['A row of parking meters sitting along side of a street.', 'a time limit parking sign and some parking meters', 'a nice road is covered in car and other things ', 'A green and white traffic sign stands on the corner.', 'A two hour parking sign, sitting in the middle of a empty street.']","There are many parking meters lined up on the street. They look like little robots waiting for cars to come. A big sign tells drivers how long they can park. The road is busy with cars and other fun things. At the corner, there is a green and white sign that looks like a friendly guide. In the middle of the quiet street, a sign says you can park for two hours. It’s like a little world where cars and signs play together!"
547003,"['A small bathroom with a small brown toilet next to a white sink.', 'Narrow bathroom, wash basin with commode under on demand water heater.', 'A restroom with a  water heater over the toilet', 'The sink and toilet are close together in the tiny bathroom.', 'A picture of a bathroom with an open door']","In a tiny bathroom, there is a small brown toilet sitting next to a shiny white sink. The sink is very close to the toilet, almost like they are best friends! Above the toilet, there is a water heater that helps make warm water. The bathroom feels cozy and a little narrow, like a secret hideout. The door is open, letting in some light and making it feel friendly. It’s a special little place where you can wash your hands and take care of business!"
67164,"['A white cat sitting in the drivers seat of a car.', 'A white kitty looks intensely out of the window.', 'Cat looking out car window from car seat.', 'A white cat looking out of the window of a car.', 'White cat looking out a closed car window.']","There is a fluffy white cat sitting in the front seat of a shiny car. The kitty has big, bright eyes and looks very serious. It stares out the window, watching the world go by. The trees and people move fast outside, but the cat stays still. I wonder what it sees! Maybe it dreams of adventures on the road. The car is cozy, and the kitty looks like it is ready for a fun trip!"
379605,"['An airplane sitting on the water parked at the docks', 'A white biplane on water next to dock and building.', 'A water plane taking off over a pier.', 'A water plane parked at a mountain side harbor', 'There are some people standing near the water plane.']","There is a big airplane sitting on the water, like a giant bird resting. It is white and looks very cool next to the dock and a tall building. Some people are standing nearby, watching the airplane. I can see another water plane getting ready to fly up into the sky! It zooms over the pier, making splashes in the water. The mountains are behind the harbor, making everything look so pretty and fun!"
424378,"['A man with glasses riding in a car with an adorable dog in the backseat.', 'A man driving with his dog in the back seat.', 'A man driving  a car with his dog in the back seat.', 'A man driving with his dog in the backseat', 'A man is driving with his dog in the back seat. ']","There is a man with glasses driving a shiny car. In the backseat, there is a cute dog. The dog has fluffy fur and big, happy eyes. It looks so excited to go for a ride! The man smiles as he drives, and the dog wags its tail. They are having a fun adventure together, just the two of them. I wonder where they are going!"
106166,"['The car is traveling down the road while the dog watches.', 'A white and tan dog greeting passengers in a car which is coming up a driveway.', 'a yellow dog meeting a car coming down the road', 'Yellow dog watching a grey sedan drive on a rural road.', 'A dog investigating a car stopped on a dirt road.']","Once upon a time, a yellow dog stood by the road, wagging its tail. It saw a grey car driving slowly, and the dog was very curious. The car came closer, and the dog ran to greet it, happy to see new friends. A white and tan dog joined in, sniffing the car as it parked in the driveway. The dogs were excited, wondering who was inside. They loved meeting new people and cars on their adventures!"
461805,"['a parked motor bike with a man standing next to it ', 'Gaudily decorated motorcycle in a  parking lot at a vehicle show.', 'A person and a parked motor bike on a lot.', 'a green sports bike is parked in a spot', 'A green motorcycle parked in a parking space.']","In a big parking lot, there is a shiny green motorcycle. It looks super cool and has lots of bright colors on it. A man is standing next to the bike, smiling. The motorcycle is parked all by itself, like it’s waiting for someone to ride it. I wonder where it has been and where it will go next! It’s like a special treasure in the parking lot."
25014,"['A standing toilet sitting inside of a bathroom stall.', 'A restroom with a toilet basin on a well tiled floor', 'A public squat toilet surrounded by grey tiles.', 'a porcelain toilet that must be used by crouching over it rather than sitting on it', 'A standing toilet is shown inside a bathroom.']","In a bathroom, there is a special toilet that stands tall. It has a shiny white bowl that looks like a little mountain. The floor is covered in smooth tiles that feel cool on my feet. There is another kind of toilet that is flat and you have to crouch over it, like a little frog! It’s surrounded by grey tiles that make it look like a secret place. This bathroom has many different toilets, and they all help us when we need to go!"
224010,"['A toilet is used for outdoor decoration beside a log cabin building.', 'A toilet seat full of dirt and dead plants sits on a side walk. ', 'A white toilet sitting up against a building next to a wheel.', 'A toilet sitting outside with plants growing inside it.', 'A toilet is being used as a plant pot outside.']","In a funny place, there is a toilet that looks like a flower pot! It sits next to a log cabin, and it has dirt and plants growing inside. The toilet is white and is leaning against a building, right by a big wheel. It’s so silly to see a toilet outside! Some plants are even poking out of it, making it look like a garden. This toilet is not for sitting; it’s for growing!"
558083,"['A bathroom that has a white toilet with the seat lifted up and various rolls of toilet paper on the top of the toilet tank.', 'Toilet with seat up in tiled bathroom with door open.', 'a bathroom that has a toilet in side it', 'A public restroom with tissue sitting on top of the toilet.', 'Toilet paper stacked on he back of the toilet']","In a bright bathroom, there is a shiny white toilet. The seat is up, like it’s ready for someone to sit down. On top of the toilet, there are lots of rolls of soft toilet paper, all stacked up nice and neat. The bathroom has pretty tiles that make it look special. The door is open, letting in some light. It feels like a cozy place where everyone can go when they need to!"
197775,"['a van with the back open and appliances in the back ', 'A car that has the back filled with a surfboard and gear.', 'The back of a car open, filled with surfing clothes and gear.', 'Assortment of beach clothing and surfboard in back of vehicle.', 'Wet suits and a surf board in the back of an open van.']","There is a big van with its back open wide. Inside, I see a colorful surfboard and lots of fun beach clothes. There are shiny wet suits that look like they are ready for the water. The surfboard is long and cool, perfect for riding the waves. I can imagine all the fun adventures at the beach with friends. The van is like a treasure chest full of summer fun!"
482784,"['A large group of people and cameraman gathered for a ribbon cutting.', 'Many people are standing around and observing an occurrence.  ', 'A man in a red and black robe with a group of people outside.', 'A ribbon cutting ceremony with many people and cameras.', 'A man in a red and black robe handing something to a little girl in front of a bunch of people.']","There are lots of people outside, all excited and watching something special. A man is wearing a bright red and black robe, and he looks important. He stands with a group of friends, and they are all smiling. Everyone is looking at a big ribbon that is about to be cut. The man hands something to a little girl, and she looks really happy. Cameras are clicking, and it feels like a fun party!"
359277,"['Rows of motorcycles in parking lot next to buildings.', 'Rows and rows of motorcycles parked on the street', 'A parking area full of motor scooters in various colors.', 'Dozens of motorcycles are parked outside on the street.', 'Large group of motorcycles parked next to each other in a city. ']","In a busy city, there are lots and lots of motorcycles parked together. They sit in neat rows, like a big team waiting for a race. Some are shiny and bright, with colors like red, blue, and yellow. The motorcycles are all different, but they look happy next to each other. It’s like a colorful parade, but they are resting instead of moving. I wonder where all the riders went and if they will come back soon!"
421952,"['A row of motorcycles is sitting on the sidewalk.', 'several motorcycles are parked on the sidewalk by a building', 'Several motorbikes parked on a sidewalk near a building.', 'a bright light reflecting of a motorcycle mirror ', 'A row of parked motorcycles sitting in front of a store front.']","There are many shiny motorcycles parked on the sidewalk. They sit in a nice line, like a parade of cool bikes. Some are bright and colorful, and the sun makes them sparkle. The mirrors shine like little stars, reflecting the light. They are all waiting in front of a big building, maybe a store. I wonder who rides them and where they go!"
282130,"['A motorcycle is parked in the gravel alongside a street.', 'A motorcycle parked on top of a sidewalk.', 'A motorbike parked on the roadside and cars on the road', 'A motorcycle on a street near a church.', 'A clean motorcycle is parked along a street curb.']","There is a shiny motorcycle resting on the gravel by the street. It looks really cool and is parked right next to a sidewalk. Some cars are zooming by on the road, but the motorcycle is just sitting there, calm and still. Nearby, there is a big church that makes the place feel special. The motorcycle is clean and bright, like it just had a bath! I wonder where the rider went and if they will come back soon."
287320,"['A white toilet sitting next to a brown chair.', 'A bathroom with tile floor and a white toilet.', 'A toilet with a dresser stand with a sink and a mirror.', 'The toilet is next to a wooden sink cabinet.', 'A bathroom with a sink mounted inside of an old dresser ']","In a bright bathroom, there is a shiny white toilet next to a cozy brown chair. The floor is made of cool tiles that feel nice under my feet. There’s a big mirror above a sink that sits on an old dresser, making it look special. Next to the toilet, there’s a wooden sink cabinet that holds all the soap and towels. This bathroom feels like a fun place where I can wash my hands and look at my reflection!"
286662,"['A person that is looking at a cake.', 'A person gazes at a glass of ice cream garnished with sprinkles. ', 'an ice cream sundae with whip cream and sprinkes', 'Woman eyeing delicious looking hot fudge sundae with a cherry on top', 'A close up a ice cream sundae with a person in the background.']","There is a person who is staring at a big, yummy cake. The cake looks so sweet and fluffy! Next to the cake, there is a glass of ice cream with colorful sprinkles on top. It looks like a rainbow! There is also a tall ice cream sundae with fluffy whip cream and more sprinkles. A woman is looking at a hot fudge sundae with a shiny cherry on top. Everything looks so tasty and makes me want to eat it all!"
262394,"['Motorcycle parked along the street next to a building.', 'a motorcycle parked next to other motorcycles on city street', 'A motorcycle is parker on a city sidewalk. ', 'a black motorcycle is on display with more on either side', 'A parked motorcycle is parked on a city street.']","There is a shiny black motorcycle sitting on the street. It is parked next to other cool motorcycles. The street is busy, and the buildings are tall. The motorcycle looks strong and ready to go fast. I wonder who rides it and where they go. It makes me think of adventures and zooming through the city!"
282150,"['A blue and black motorcycle has a leather seat.', 'A bright blue motorcycle parked on a sidewalk.', 'The motorcycle is equipped with all the latest gadgets.', 'A good looking motorcycle parked next to a fence.', 'A blue motorcycle is parked on the side of a street.']","There is a shiny blue motorcycle with a black seat. It looks super cool and is parked on the sidewalk. The motorcycle has lots of fun gadgets that make it special. It stands next to a tall fence, looking proud. I can imagine riding it fast down the street, feeling the wind in my hair. This motorcycle is like a big, friendly robot waiting for someone to take it on an adventure!"
13882,"['A very cute looking black dog laying on the floor.', 'a dog that is laying down on a blue towl', 'The dog is laying on the bathroom floor next to the toilet.', ""Big black dog laying on a bathroom floor with it's head on a towel."", 'A dog laying on a towel on a bathroom floor. ']","In a cozy bathroom, there is a big, cute black dog. It is lying down on a soft blue towel. The dog looks so comfy and happy! Its head is resting gently on the towel, and it seems to enjoy the warm floor. The bathroom is quiet, and the dog is just relaxing next to the toilet. I wonder what it dreams about while it takes a little nap!"
278966,"['this is a woman cleaning a public restroom', 'A woman cleans a group of public urinals.', 'A woman cleaning a dirty bathroom with green walls.', 'A woman is cleaning the stalls in a public bathroom.', 'a lady cleaning filthy urinals in a public bathroom']","In a busy place, there is a lady who is making a bathroom nice and clean. She has a big brush and some soapy water. The walls are green, and they look bright! She is scrubbing the urinals to make them shiny. The stalls are getting a good wash too. It’s important for everyone to have a clean bathroom, so the lady works hard with a smile!"
470703,"['Several motorcycles parked in a parking lot in front of a building.', 'Several mopeds are lined up along the side of a hotel parking lot.', 'A group of motorcycles in a parking lot.', 'a number of motorcycles parked near one another ', 'Group of motorcycles lines up alongside a motel.']","In a big parking lot, there are many shiny motorcycles parked. They stand in a row, like friends waiting for a fun ride. Some little mopeds are also there, all lined up next to a tall hotel. The motorcycles are colorful and look super cool! They are parked close together, like they are having a little party. I wonder where they all go when they leave the parking lot!"
429042,"['A group of people riding on the back of motor bikes.', 'Two guys on scooters with two young kids.', 'A group of people on a motor bike on the road.', 'Two men are driving motorbikes with small boys. ', 'a couple of motorcycles that have some people on them']","There are many people having fun on motorbikes! Some big bikes zoom down the road with happy riders. Two men are driving their scooters, and they have two little kids with them. Everyone is smiling and laughing as they ride together. The motorbikes make a cool sound like vroom vroom! It looks like a big adventure, and I want to ride a bike too!"
213932,"['A picture of a motorcycle on the street.', 'A motorcycle sits on a street near shops.', 'A black motorcycle parked on a city street.', 'A black motorcycle parked on a street by a store.', 'A motorcycle parked on the side of the road.']","There is a shiny black motorcycle resting on the street. It looks so cool and strong! The motorcycle is parked right next to some colorful shops. I can see the bright signs and happy people walking by. The street is busy, but the motorcycle is calm and quiet. I wonder where it has been and where it will go next! It makes me think of fun adventures and fast rides."
76138,"['A lot of broccoli sitting in a bowl', 'There is a light blue bowl with broccoli in it.', 'A large bowl of broccoli that has been cut into pieces of various sizes.', 'A green bowl full of green broccoli florets.', 'Several small pieces of broccoli sit in a bowl. ']","In the kitchen, there is a big, light blue bowl. It is full of green broccoli! The broccoli is cut into many little pieces, some are big and some are small. They look like tiny trees all piled up together. The bowl is so full, it seems like the broccoli is having a party! I wonder if the broccoli can dance or play games. It makes me want to eat some and see if it tastes like a tree!"
578902,"['Group of horses in a field with a pinto in the foreground.', 'A paint horse and other breeds in the background grazing in a green field.', 'a couple of horse that are eating some grass', 'A lush green field with horses standing on top of it.', 'A group of horses are grazing in a field.']","In a big, green field, there are many horses. One horse is a pinto, and it looks very special with its pretty colors. The other horses are different kinds, and they are all munching on the tasty grass. They stand together, enjoying the sunny day. The field is so bright and full of life, with the horses happily grazing. It feels like a magical place where the horses can play and eat all day!"
113897,"['A beige bathroom with a phone beside the toilet.', 'a white toilet two rolls of toilet paper and a phone', 'The white phone is conveniently located next to the toilet.', 'A toilet has its lid closed in a bathroom near a phone. ', 'A small bathroom has a phone by the toilet.']","In a cozy bathroom, there is a soft beige color all around. A shiny white toilet sits quietly with its lid closed. Next to it, there are two rolls of fluffy toilet paper, ready to help. But the coolest thing is a white phone that is right beside the toilet! It’s like having a friend nearby when you need to talk. This little bathroom feels special with its fun surprises!"
84762,"['A group of men riding motorcycles in street with American flags.', 'A row of motorcycles riding on a street.', 'A gang of motorcyclists riding with american flags.', 'A group of people on motorcycles sitting in the road.', 'A motorcycle rally with leading person showing flag of US.']","There are many big motorcycles on the street! The riders are men, and they all have American flags. They look really cool as they zoom by. Some of them are sitting on their bikes, talking and laughing. It feels like a big party with lots of noise and excitement. One person is leading the group, holding a big flag high in the air. It’s a fun day with friends and shiny bikes!"
33815,"['A motor bike on a road with people seated on the roadside', 'A man is riding a large motorcycle on a street', 'A man riding a motorcycle down a street with people sitting on the curb, watching.', 'A man riding his motorcycle down a busy neighborhood street.', 'A man riding on the back of a motorcycle ']","There is a big, shiny motorcycle zooming down the street! A man is sitting on it, and he looks really happy. People are sitting on the curb, watching him go by. They smile and wave as he rides past. The street is busy, with lots of sounds and colors. It feels exciting to see the motorcycle and the man having fun! Everyone is enjoying the day together."
164305,"['A teddy bear in a pink dress and pink shoes. ', 'a bear wearing a dress talking about humiliation ', 'a teddy bear wearing a red dress and shoes sitting in a chair ', 'A brown teddy bear sitting on top of a chair.', 'A picture of a teddy bear with some message']","There is a teddy bear wearing a pretty pink dress and shiny pink shoes. She looks very happy and likes to talk about feelings. Sometimes, she talks about feeling shy or sad, which is called humiliation. There is also another teddy bear in a bright red dress sitting on a chair. He is brown and looks cozy up there. All the bears have special messages to share, and they make me smile!"
71918,"['a person riding a bike on a grass field with rocks', 'A person on a dirt bike is riding on a trail by some rocks.', 'There is a person riding a motor bike', 'A man riding a dirt bike across a crass covered field.', 'A man is riding an off-road motorcycle. ']","In a big green field, a man is zooming on his dirt bike. The bike goes vroom, vroom as it rides over the soft grass and bumpy rocks. The sun shines bright, making everything look shiny and fun. The man looks happy as he jumps over little hills and turns around the big stones. It’s like he is flying on his bike! I wish I could ride a bike like that and feel the wind on my face."
99425,"['A large crowd of motorcycle enthusiasts at a motorcycle event.', 'Pedestrians make their way past motorcycle traffic on a street.', 'Some motorcycle riders are biking through a festival', 'A group of bikers make their way through the intersection in town, where tents and flags are set up.', 'A three wheeler and a motorcycle stopping at at stop sign.']","At a big motorcycle event, lots of people are gathered together. They are all excited to see shiny bikes zooming by. Some riders are having fun biking through a colorful festival with tents and waving flags. The street is busy, and people walk around the motorcycles. I see a three-wheeler and a motorcycle stopping at a stop sign, waiting for their turn. It feels like a big, happy party with engines roaring and smiles everywhere!"
316138,"['a bunch of motorcycles are parked together outside', 'A man standing in the middle of several parked motorcycles.', 'A motorcycle rally is attended by numerous riders.', 'A man looking for a place to park his motorcycle', 'The man is standing surrounded by motor bikes.']","There are many shiny motorcycles parked outside, all lined up like a big family. A man is standing in the middle, looking around with a big smile. He is at a fun motorcycle rally where lots of riders come to show their cool bikes. The man is trying to find a special spot to park his own motorcycle. All around him, the bikes are like colorful toys waiting to be played with. It feels exciting to see so many motorcycles together!"
363048,"['There are two people riding on a motorcycle together', 'An adult and a young person sitting on a motorcycle.', 'A helmeted man and girl sitting on a motorcycle.', 'A girl is sitting behind the man in the bike.', 'A person and their child are riding a motorcycle.']","A big man and a little girl are on a shiny motorcycle. The man wears a cool helmet, and the girl has a big smile. She sits behind him, holding on tight. The motorcycle goes vroom, vroom as they ride together. They look so happy, like they are going on an adventure. The wind blows through their hair, and they feel free like birds in the sky!"
303520,"['A woman cutting up a large chocolate sheet cake.', 'People eating a chocolate cake congratulating the Fire Fox 4 launch.', 'The people are sitting and eating cake. ', 'A lady cutting a slice of cake and putting it on a plate.', 'Several women seated at a table with a cake.']","There is a big, yummy chocolate cake on a table. A nice lady is cutting the cake into pieces. Everyone is happy and eating the cake because they are celebrating something special called Fire Fox 4. The people are sitting together, smiling and enjoying their slices. Some women are chatting and laughing while they eat. The cake looks so delicious, and it makes everyone feel joyful!"
78701,"['A woman holding a large sheet cake in front of a screen.', 'A woman in black jacket holding a cake in a white box.', 'She is holding a large cake to congratulate someone.', 'A woman holding a cake contained in a box.', 'A woman holds a large cake with an internet symbol on it.']","There is a happy woman with a big, yummy cake! The cake is very colorful and looks super tasty. She is holding it in front of a screen, maybe for a special party. The cake is in a white box, and it has a fun internet symbol on it. She wants to celebrate and say ""Congratulations!"" to someone special. Everyone is excited to eat the cake and have fun together!"
226496,"['A motorized passenger buggy with people walking around it in a city.', 'A person rides a motorcycle pulling a small cart.', 'A motorized cart drives near a crowd of people.', 'a cart with a motor bike on the back of it ', 'A vehicle near parked vehicles and people standing around. ']","In a busy city, there is a big, shiny buggy with people walking all around it. Some folks are chatting and laughing as they stroll by. Nearby, a person zooms on a motorcycle that pulls a little cart behind. The cart is colorful and looks fun! There’s also a motorized cart driving close to a crowd of happy people. Everyone seems excited to see the cool vehicles and enjoy the lively day together!"
35952,"['A row of different colored motor scooters sitting in front of a store.', 'A group of motor bikes sit parked along a street.', 'The different colored motorcycles are parked next to each other. ', 'Several different colors of the same motorcycle parked in a row.', 'About ten motorcycles parked outside of a building.']","There are many shiny motor scooters in front of a store. They are all different colors like red, blue, and yellow. The scooters are parked in a nice straight line, looking very happy. Some look like they are ready to zoom away! There are about ten of them, all waiting for their riders. It feels like a colorful parade of bikes just sitting there, waiting for fun adventures!"
371005,"['A motorcycle parked in a parking next next to a car.', 'a very beautiful motorbike standing besides a red car', 'A very nice looking fancy yellow motorcycle parked by the curb.', 'A yellow and black motorcycle parked on the street', 'A yellow motorcycle parked on the side of the street.']","There is a shiny yellow motorcycle parked by the curb. It looks really cool with its black parts. Next to it, there is a bright red car that is also very pretty. The motorcycle stands tall and proud, like a superhero waiting for an adventure. I can imagine riding it fast on the road, feeling the wind in my hair. The street is a fun place with these colorful vehicles!"
41128,"['A parade on a street with several officers on motorcycles riding while confetti falls from the sky on them.', 'A group of motorcycles that are in the street.', 'A bunch of motor cycle cops are riding their motor cycles in a parade as people are sitting on the side of the street cheering them on.', 'a bunch of police officer on motor bikes ride down the street ', 'A celebration with people riding motorcycles down the street.']","There is a big parade happening on the street! Many police officers are riding shiny motorcycles. They zoom by with big smiles while colorful confetti falls all around them. People are sitting on the sides, clapping and cheering for the officers. It feels like a happy celebration! The motorcycles make cool sounds as they ride, and everyone is excited to see them. It’s a fun day full of joy and laughter!"
405526,"['A vase filled with red flowers sitting on a counter.', 'The jar of clear glass has a fuzzy object in it.', 'A bouquet of red roses sitting on top of a vase.', 'A vase with red flowers in front of a shopping area.', 'A vase with red flowers is sitting on a table.']","There is a pretty vase on a table, and it has bright red flowers inside. The flowers look like they are dancing in the sunlight. Next to the vase, there is a clear jar with something fuzzy inside, and it makes me wonder what it is. The vase with the red flowers is also in front of a shopping area, where people walk by. It feels like the flowers are waving hello to everyone. I love how the flowers make everything look so happy!"
331686,"['an image of a group of policeman on motorcylces', 'Black and white photo of police motorcycles with police standing next to them.', 'Police motorcycles gathering near portable barrier, black and white photograph. ', 'A group of police men standing by their motorcycles.', 'A couple police offices standing next to their parked bikes']","There are some cool police officers with shiny motorcycles! They stand together, looking proud. The motorcycles are black and white, just like a fun old picture. The officers are near a big, portable barrier. It feels like they are ready for an adventure! I wonder where they are going on their bikes. It must be exciting to ride fast and help people!"
435519,"['a person on a motor bike driving in race ', 'a man on a motorbike racing very fast', 'A man riding a yellow motorcycle down a track.', 'A person riding a motor bike beside advertisements on a wall.', 'A racing motorcyclist in full speed in a race.']","There is a man on a bright yellow motorcycle zooming down a big track. He goes super fast, like a rocket! The wind rushes past him as he races. There are colorful ads on the wall, and they look really fun. The man is focused and ready to win the race. It’s exciting to see him go so quickly! I wonder if he will get a shiny trophy at the end!"
566278,"['Red and black motorcycle parked near large 4 story building.', 'A red motorcycle sitting outside a large warehouse.', 'A red and black motorcycle is parked on the street in front of a building.', 'A cool-looking motorcycle parked in front of a building.', 'a motorcycle parked on a city street near a building']","There is a shiny red and black motorcycle parked on the street. It looks really cool and fast, like it could zoom away in a flash! The motorcycle is sitting right in front of a big, tall building with four stories. The building is very large, and it makes the motorcycle look even smaller. I wonder who rides it and where they go. Maybe they have fun adventures in the city!"
128373,"['Various stuffed animals behind a pane of glass', 'A group of different sized and different colored teddy bears on display in a window.', 'A window with several teddy bears and an umbrella.', 'A store window with stuffed teddy bears in it', 'A window filled with teddy bears and other stuffed animals.']","In a big window, there are lots of teddy bears! Some are big, and some are small. They come in many colors like brown, pink, and blue. One teddy bear is holding a bright umbrella, and it looks so happy! The bears are all lined up, and they seem to be waiting for someone to come and play. I wish I could take them home and give them hugs!"
313948,"['A motorcycle is on display at a convention.', 'a motorcycle in a display with people standing near by', 'A motorcycle sits behind curtain barriers on a rug.', 'A custom made motorcycle in a showroom under a disco ball. ', 'A motorcycle on display near people standing around and talking.']","At a big show, there is a shiny motorcycle that everyone can see. It is bright and cool, sitting on a soft rug. People are standing around, looking at it and talking about how awesome it is. There are curtains that keep it special, like a surprise. The motorcycle is even under a sparkling disco ball, making it look magical! Everyone is excited to see this amazing bike!"
444926,"['A motorcycle parked on top of a tiled floor.', 'A motorcycle is shown atop a display area.', 'a motorcycle on display in a showroom with people in it.', 'An orange motorcycle on display at a rally.', 'A motorcycle with a sold ribbon on it at a bike show ']","There is a shiny motorcycle sitting on a pretty tiled floor. It looks really cool and is in a special place where people can see it. Some people are walking around and looking at the motorcycle in the big room. I see a bright orange motorcycle at a fun rally, and it makes me smile! There is even a ribbon on one motorcycle that says it is sold. I wonder who will ride it next!"
